线索ID,日期,城市,渠道,客户年龄,客户性别,试驾时长,是否下订,is_outlier,试驾时长_raw,线索月份,跟进总次数,平均沟通时长,最大沟通时长,沟通时长标准差,最早跟进日期,最晚跟进日期,主要跟进方式,电话占比,微信占比,面谈占比,主要销售员ID,涉及销售员数,首次跟进间隔天数,跟进天数跨度,跟进强度,订单ID,交付日期,车型,配置,颜色,交付里程,是否延迟交付,交付评分,线索到交付天数,投诉次数,主要投诉类型,投诉类型数,平均处理时长,最大处理时长,售后平均满意度,售后最低满意度,是否有投诉,销售员ID,销售员城市,主要销售员职级,销售员入职日期,主要销售员绩效,销售员经验天数,租金(万),水电(万),市场费用(万),总运营成本万,年龄分段,是否周末,季度,城市当月线索数,渠道历史转化率,销售员历史转化率
L000069,2025-11-10,北京,懂车帝,38,男,46,1,0,46,2025-11,6,15.1,19.8,4.3,2025-11-16,2025-11-24,微信,0.458,0.497,0.045,S015,2,6,8,0.667,O000068,2025-12-11,G9,650 Max,暗夜黑,105.0,1.0,3.8,31.0,0,无,0,0.0,0.0,0.0,0.0,0,S015,北京,初级,2024-02-18,C,631,26.72,5.3,8.73,49.2,36-45,0,2025Q4,20,0.34,0.271
L000070,2025-08-21,北京,小红书,35,女,23,1,0,23,2025-08,5,24.3,34.4,4.7,2025-08-21,2025-09-08,电话,0.592,0.364,0.044,S008,3,0,18,0.263,O000069,2025-10-20,G9,650 Max,星际绿,25.0,1.0,2.9,60.0,1,充电体验,1,8.8,18.3,3.6,3.3,1,S008,北京,初级,2024-07-04,B,413,26.01,5.58,41.63,69.6,26-35,0,2025Q3,15,0.29,0.397
L000071,2025-10-01,成都,朋友推荐,46,男,36,1,0,36,2025-10,3,13.5,24.4,6.5,2025-10-02,2025-10-05,微信,0.249,0.564,0.187,S047,2,1,3,0.75,O000070,2025-11-12,G9,702 Max,星阙灰,101.0,0.0,3.9,42.0,0,无,0,0.0,0.0,0.0,0.0,0,S047,成都,中级,2023-03-08,C,938,20.96,2.85,21.42,38.58,46-55,0,2025Q4,15,0.33,0.366
L000072,2025-10-25,上海,懂车帝,41,男,12,0,0,12,2025-10,2,15.5,30.9,3.1,2025-10-30,2025-11-14,微信,0.329,0.466,0.205,S003,3,5,15,0.125,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S003,上海,高级,2021-07-08,B,1570,22.26,4.82,13.32,63.29,36-45,1,2025Q4,19,0.34,0.384
L000073,2025-10-31,杭州,小红书,27,女,30,0,0,30,2025-10,3,11.4,14.7,4.8,2025-11-05,2025-11-28,电话,0.55,0.183,0.267,S007,3,5,23,0.125,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S007,杭州,高级,2024-03-14,C,596,21.75,2.06,15.95,71.57,26-35,0,2025Q4,13,0.29,0.277
L000074,2025-07-31,武汉,门店,34,女,31,1,0,31,2025-07,3,13.9,29.7,5.7,2025-08-04,2025-08-26,电话,0.498,0.461,0.041,S035,2,4,22,0.13,O000073,2025-09-14,G9,570 Plus,星际绿,239.0,0.0,3.3,45.0,0,无,0,0.0,0.0,0.0,0.0,0,S035,武汉,高级,2022-07-17,B,1110,12.08,6.03,15.82,61.59,26-35,0,2025Q3,14,0.31,0.371
L000075,2025-11-10,西安,抖音,48,男,34,1,0,34,2025-11,3,12.7,17.4,3.8,2025-11-15,2025-11-30,电话,0.762,0.184,0.054,S014,2,5,15,0.188,O000074,2025-12-07,G9,570 Plus,星际绿,209.0,1.0,2.8,27.0,0,无,0,0.0,0.0,0.0,0.0,0,S014,西安,初级,2021-10-22,B,1480,21.11,3.37,37.4,73.75,46-55,0,2025Q4,13,0.27,0.308
L000076,2025-12-06,深圳,懂车帝,30,女,41,0,0,41,2025-12,4,13.2,16.6,2.4,2025-12-09,2025-12-26,电话,0.448,0.275,0.277,S037,2,3,17,0.222,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S037,深圳,中级,2023-04-23,B,958,21.14,3.95,33.72,50.96,26-35,1,2025Q4,10,0.34,0.326
L000077,2025-08-25,南京,车展,35,女,44,0,0,44,2025-08,4,17.6,29.5,4.7,2025-09-01,2025-09-22,电话,0.538,0.279,0.183,S020,1,7,21,0.182,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S020,南京,中级,2021-11-29,B,1365,23.94,6.35,21.51,48.94,26-35,0,2025Q3,14,0.25,0.27
L000078,2025-07-27,深圳,车展,35,男,41,1,0,41,2025-07,4,21.5,33.7,7.2,2025-07-29,2025-08-17,电话,0.505,0.428,0.066,S040,3,2,19,0.2,O000077,2025-08-30,G9,702 Max,星阙灰,50.0,0.0,4.5,34.0,1,软件体验,1,3.9,7.3,4.2,4.0,1,S040,深圳,资深,2023-05-14,B,805,15.8,2.91,18.0,40.7,26-35,1,2025Q3,24,0.25,0.303
L000079,2025-09-11,成都,懂车帝,52,男,52,0,0,52,2025-09,1,3.0,22.7,0.0,2025-09-12,2025-10-02,微信,0.301,0.649,0.049,S002,1,1,20,0.048,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S002,成都,初级,2021-09-14,B,1458,23.45,6.36,30.81,47.3,46-55,0,2025Q3,18,0.34,0.382
L000080,2025-11-13,北京,车展,39,男,30,0,0,30,2025-11,3,21.6,40.6,3.1,2025-11-19,2025-11-26,微信,0.446,0.518,0.036,S037,2,6,7,0.375,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S037,北京,中级,2022-06-29,C,1233,17.8,5.36,17.98,46.66,36-45,0,2025Q4,20,0.25,0.313
L000081,2025-09-25,深圳,懂车帝,39,男,62,0,0,62,2025-09,1,15.5,34.0,0.0,2025-09-30,2025-10-17,电话,0.545,0.421,0.034,S040,3,5,17,0.056,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S040,深圳,资深,2021-12-29,C,1366,15.52,3.95,37.52,49.53,36-45,0,2025Q3,19,0.34,0.379
L000082,2025-09-24,杭州,懂车帝,31,男,48,0,0,48,2025-09,4,34.2,48.4,4.4,2025-09-25,2025-10-18,微信,0.431,0.525,0.044,S010,3,1,23,0.167,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S010,杭州,初级,2022-02-10,A,1322,16.2,4.08,12.03,46.49,26-35,0,2025Q3,11,0.34,0.223
L000083,2025-12-19,上海,车展,30,男,24,0,0,24,2025-12,6,22.6,41.6,4.8,2025-12-19,2025-12-25,微信,0.359,0.585,0.056,S036,3,0,6,0.857,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S036,上海,中级,2023-03-31,B,994,22.04,2.29,29.48,51.8,26-35,0,2025Q4,22,0.25,0.249
L000084,2025-07-07,深圳,抖音,41,女,57,1,0,57,2025-07,1,24.4,36.3,0.0,2025-07-11,2025-07-28,微信,0.257,0.601,0.141,S016,1,4,17,0.056,O000083,2025-07-28,G9,702 Pro,星阙灰,137.0,1.0,4.0,21.0,0,无,0,0.0,0.0,0.0,0.0,0,S016,深圳,中级,2023-08-26,A,681,18.38,3.62,27.2,70.53,36-45,0,2025Q3,24,0.27,0.295
L000085,2025-12-30,西安,抖音,32,女,56,1,0,56,2025-12,1,16.5,22.9,0.0,2026-01-05,2026-01-12,微信,0.29,0.38,0.33,S023,3,6,7,0.125,O000084,2026-03-07,G9,702 Max,暗夜黑,201.0,0.0,3.6,67.0,0,无,0,0.0,0.0,0.0,0.0,0,S023,西安,高级,2022-06-04,B,1305,13.32,3.61,22.87,28.29,26-35,0,2025Q4,12,0.27,0.38
L000086,2025-08-27,西安,懂车帝,43,女,15,0,0,15,2025-08,6,13.4,32.7,6.1,2025-08-28,2025-09-11,电话,0.431,0.164,0.405,S008,3,1,14,0.4,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S008,西安,中级,2021-01-28,A,1672,25.29,5.68,9.24,46.23,36-45,0,2025Q3,18,0.34,0.383
L000087,2025-12-20,杭州,懂车帝,42,男,37,1,0,37,2025-12,2,15.9,21.5,2.1,2025-12-21,2026-01-10,电话,0.552,0.347,0.1,S023,2,1,20,0.095,O000086,2026-01-13,G9,650 Performance,星云白,233.0,0.0,2.9,24.0,1,异响/装配,1,8.0,14.1,3.2,3.0,1,S023,杭州,资深,2021-09-23,B,1549,22.05,5.99,22.01,25.09,36-45,1,2025Q4,17,0.34,0.264
L000088,2025-11-09,成都,懂车帝,18,男,10,1,0,10,2025-11,4,10.4,25.4,7.4,2025-11-16,2025-11-25,电话,0.436,0.4,0.164,S040,2,7,9,0.4,O000087,2025-11-29,G9,702 Pro,月光银,103.0,0.0,4.2,20.0,1,交付等待,1,6.9,13.9,4.1,3.3,1,S040,成都,高级,2021-04-14,B,1670,10.46,6.01,34.44,47.09,18-25,1,2025Q4,20,0.34,0.354
L000089,2025-07-14,武汉,抖音,40,女,45,1,0,45,2025-07,5,20.7,36.9,4.2,2025-07-18,2025-08-09,面谈,0.286,0.131,0.584,S014,2,4,22,0.217,O000088,2025-09-04,G9,650 Max,星际绿,98.0,1.0,3.5,52.0,2,充电体验,1,11.9,14.0,3.0,2.7,1,S014,武汉,高级,2023-08-03,B,711,13.25,6.21,25.5,45.12,36-45,0,2025Q3,14,0.27,0.229
L000090,2025-10-03,杭州,懂车帝,27,女,34,1,0,34,2025-10,5,6.2,14.4,4.2,2025-10-03,2025-10-09,微信,0.2,0.409,0.391,S049,3,0,6,0.714,O000089,2025-11-28,G9,570 Plus,月光银,154.0,0.0,3.4,56.0,0,无,0,0.0,0.0,0.0,0.0,0,S049,杭州,初级,2022-03-05,C,1308,19.75,5.99,34.39,62.84,26-35,0,2025Q4,13,0.34,0.262
L000091,2025-12-26,广州,朋友推荐,45,男,43,0,0,43,2025-12,4,16.8,26.2,7.5,2025-12-29,2026-01-11,微信,0.253,0.558,0.189,S045,3,3,13,0.286,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S045,广州,中级,2021-07-17,B,1623,27.38,3.92,21.76,43.95,36-45,0,2025Q4,11,0.33,0.266
L000092,2025-11-17,北京,朋友推荐,30,男,36,0,0,36,2025-11,3,21.0,36.2,4.4,2025-11-21,2025-12-08,微信,0.089,0.479,0.432,S006,2,4,17,0.167,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S006,北京,高级,2021-09-24,B,1515,19.39,2.2,14.62,42.39,26-35,0,2025Q4,20,0.33,0.306
L000093,2025-09-03,广州,抖音,18,男,43,0,0,43,2025-09,8,24.6,35.9,5.1,2025-09-10,2025-09-17,电话,0.505,0.448,0.047,S024,2,7,7,1.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S024,广州,初级,2022-01-18,C,1324,30.31,2.24,20.67,53.92,18-25,0,2025Q3,15,0.27,0.239
L000094,2025-11-28,杭州,小红书,37,女,28,0,0,28,2025-11,0,0.0,0.0,0.0,2025-11-28,2025-11-28,电话,0.558,0.274,0.168,S042,0,0,0,0.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S042,杭州,中级,2022-12-10,C,1084,22.94,4.34,21.37,42.32,36-45,0,2025Q4,14,0.29,0.398
L000095,2025-10-31,南京,车展,33,男,46,1,0,46,2025-10,2,14.7,23.3,4.3,2025-11-04,2025-11-20,微信,0.278,0.465,0.256,S024,1,4,16,0.118,O000094,2026-01-08,G9,702 Pro,暗夜黑,154.0,1.0,3.4,69.0,1,充电体验,1,11.3,18.2,3.5,3.2,1,S024,南京,高级,2023-01-12,A,1023,11.58,2.7,18.02,31.47,26-35,0,2025Q4,12,0.25,0.237
L000096,2025-07-28,成都,懂车帝,49,女,38,0,0,38,2025-07,4,23.8,28.2,4.8,2025-08-01,2025-08-21,微信,0.289,0.444,0.267,S021,3,4,20,0.19,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S021,成都,初级,2021-04-18,B,1562,14.68,3.62,26.89,39.33,46-55,0,2025Q3,14,0.34,0.365
L000097,2025-10-17,西安,懂车帝,38,男,42,1,0,42,2025-10,4,29.2,33.5,3.2,2025-10-18,2025-11-08,电话,0.584,0.131,0.285,S004,1,1,21,0.182,O000096,2025-12-20,G9,650 Max,暗夜黑,218.0,1.0,3.2,64.0,0,无,0,0.0,0.0,0.0,0.0,0,S004,西安,中级,2022-02-03,B,1352,30.76,2.94,25.97,54.43,36-45,0,2025Q4,19,0.34,0.32
L000098,2025-10-28,杭州,抖音,36,男,11,0,0,11,2025-10,4,24.4,29.0,5.0,2025-11-01,2025-11-13,微信,0.324,0.371,0.306,S047,3,4,12,0.308,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S047,杭州,高级,2022-05-28,B,1249,30.03,2.01,13.63,25.87,36-45,0,2025Q4,13,0.27,0.367
L000099,2025-09-02,武汉,抖音,42,女,51,0,0,51,2025-09,5,12.2,27.2,6.9,2025-09-08,2025-09-29,面谈,0.062,0.17,0.768,S038,3,6,21,0.227,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S038,武汉,初级,2024-07-02,B,427,15.9,3.43,8.12,38.03,36-45,0,2025Q3,10,0.27,0.27
L000100,2025-07-22,上海,抖音,40,男,40,1,0,40,2025-07,3,20.3,30.2,6.8,2025-07-24,2025-08-14,电话,0.522,0.428,0.05,S045,3,2,21,0.136,O000099,2025-08-14,G9,702 Max,星阙灰,132.0,1.0,4.2,23.0,0,无,0,0.0,0.0,0.0,0.0,0,S045,上海,高级,2021-10-28,A,1363,16.61,2.89,19.77,45.26,36-45,0,2025Q3,14,0.27,0.326
L000101,2025-10-20,重庆,懂车帝,36,男,42,1,0,42,2025-10,1,8.5,27.3,0.0,2025-10-23,2025-10-30,电话,0.515,0.153,0.333,S049,1,3,7,0.125,O000100,2025-12-15,G9,650 Performance,星阙灰,55.0,1.0,3.1,56.0,2,充电体验,2,9.4,15.2,4.2,3.6,1,S049,重庆,高级,2021-02-18,A,1705,13.11,6.07,23.22,44.73,36-45,0,2025Q4,23,0.34,0.32
L000102,2025-11-02,北京,门店,37,女,55,1,0,55,2025-11,2,26.7,34.4,8.3,2025-11-04,2025-11-22,面谈,0.321,0.202,0.477,S025,1,2,18,0.105,O000101,2025-12-28,G9,650 Performance,暗夜黑,100.0,1.0,2.5,56.0,0,无,0,0.0,0.0,0.0,0.0,0,S025,北京,高级,2021-04-22,A,1655,25.47,3.77,25.63,27.09,36-45,1,2025Q4,20,0.31,0.361
L000103,2025-10-17,西安,朋友推荐,29,女,71,0,0,71,2025-10,4,17.3,29.6,6.2,2025-10-24,2025-11-07,微信,0.381,0.463,0.156,S016,1,7,14,0.267,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S016,西安,中级,2023-05-20,B,881,10.24,5.92,40.94,70.06,26-35,0,2025Q4,19,0.33,0.238
L000104,2025-08-23,广州,小红书,42,男,30,0,0,30,2025-08,5,21.3,28.4,5.5,2025-08-25,2025-09-17,微信,0.372,0.571,0.056,S037,3,2,23,0.208,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S037,广州,资深,2022-10-23,B,1035,19.41,2.67,26.8,44.08,36-45,1,2025Q3,9,0.29,0.315
L000105,2025-11-18,成都,车展,29,女,60,1,0,60,2025-11,1,19.6,32.9,0.0,2025-11-23,2025-11-24,电话,0.576,0.237,0.187,S050,2,5,1,0.5,O000104,2025-12-15,G9,650 Max,星云白,162.0,0.0,5.0,27.0,1,充电体验,1,3.4,12.4,4.2,3.8,1,S050,成都,中级,2021-04-12,C,1681,12.86,4.92,40.0,68.72,26-35,0,2025Q4,20,0.25,0.372
L000106,2025-07-08,南京,懂车帝,28,男,37,0,0,37,2025-07,4,6.9,12.6,7.1,2025-07-12,2025-08-01,微信,0.467,0.494,0.039,S002,2,4,20,0.19,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S002,南京,中级,2021-02-11,B,1608,28.35,2.01,20.0,63.86,26-35,0,2025Q3,13,0.34,0.308
L000107,2025-12-12,西安,懂车帝,41,女,38,0,0,38,2025-12,4,36.6,45.5,2.3,2025-12-12,2025-12-29,微信,0.171,0.499,0.33,S001,2,0,17,0.222,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S001,西安,中级,2023-07-23,B,873,29.23,3.8,34.25,67.71,36-45,0,2025Q4,12,0.34,0.35
L000108,2025-11-29,深圳,小红书,45,男,46,1,0,46,2025-11,6,12.7,26.0,5.7,2025-12-06,2025-12-22,微信,0.449,0.508,0.044,S003,1,7,16,0.353,O000107,2026-01-15,G9,702 Max,暗夜黑,195.0,0.0,3.4,47.0,0,无,0,0.0,0.0,0.0,0.0,0,S003,深圳,高级,2021-07-22,B,1591,17.94,1.89,21.0,58.52,36-45,1,2025Q4,17,0.29,0.367
L000109,2025-12-26,南京,懂车帝,45,男,25,0,0,25,2025-12,7,21.6,29.2,1.8,2026-01-02,2026-01-22,电话,0.609,0.242,0.148,S035,1,7,20,0.333,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S035,南京,中级,2021-04-06,B,1725,26.67,5.02,16.05,59.07,36-45,0,2025Q4,19,0.34,0.357
L000110,2025-12-20,杭州,抖音,35,女,28,0,0,28,2025-12,4,25.5,41.9,3.7,2025-12-20,2025-12-27,面谈,0.297,0.256,0.446,S043,3,0,7,0.5,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S043,杭州,资深,2022-12-08,B,1108,26.08,5.11,9.86,25.66,26-35,1,2025Q4,17,0.27,0.267
L000111,2025-12-06,南京,朋友推荐,34,女,20,0,0,20,2025-12,3,26.4,44.9,3.3,2025-12-09,2025-12-25,电话,0.499,0.453,0.049,S018,2,3,16,0.176,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S018,南京,中级,2021-07-14,B,1606,22.73,1.85,8.36,31.65,26-35,1,2025Q4,19,0.33,0.227
L000112,2025-09-06,成都,懂车帝,46,女,37,0,0,37,2025-09,4,18.5,23.7,3.8,2025-09-07,2025-09-16,微信,0.422,0.536,0.041,S029,3,1,9,0.4,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S029,成都,初级,2022-11-10,C,1031,29.84,5.16,9.92,25.5,46-55,1,2025Q3,18,0.34,0.382
L000113,2025-09-25,重庆,懂车帝,45,女,26,0,0,26,2025-09,2,22.4,42.1,4.4,2025-09-25,2025-10-14,面谈,0.343,0.199,0.458,S016,3,0,19,0.1,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S016,重庆,中级,2022-06-27,C,1186,18.76,3.94,37.05,66.91,36-45,0,2025Q3,15,0.34,0.309
L000114,2025-09-15,上海,抖音,42,男,37,0,0,37,2025-09,1,13.5,22.5,0.0,2025-09-15,2025-10-01,电话,0.453,0.31,0.237,S025,3,0,16,0.059,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,上海,中级,2024-01-27,C,597,20.43,2.56,31.32,33.4,36-45,0,2025Q3,16,0.27,0.244
L000115,2025-07-17,南京,懂车帝,42,男,38,0,0,38,2025-07,1,15.9,26.0,0.0,2025-07-22,2025-08-10,电话,0.529,0.404,0.068,S011,1,5,19,0.05,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S011,南京,初级,2023-10-14,B,642,17.43,5.06,15.0,55.06,36-45,0,2025Q3,13,0.34,0.268
L000116,2025-08-22,上海,朋友推荐,41,男,44,1,0,44,2025-08,2,6.5,23.1,6.1,2025-08-22,2025-09-02,面谈,0.327,0.081,0.592,S020,1,0,11,0.167,O000115,2025-09-26,G9,650 Performance,暗夜黑,244.0,0.0,3.4,35.0,1,异响/装配,1,9.5,18.9,3.5,2.9,1,S020,上海,高级,2021-05-24,B,1551,14.87,3.89,10.67,25.52,36-45,0,2025Q3,14,0.33,0.232
L000117,2025-12-20,西安,朋友推荐,49,男,36,0,0,36,2025-12,4,19.9,35.1,7.7,2025-12-24,2026-01-01,电话,0.505,0.251,0.243,S030,1,4,8,0.444,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S030,西安,中级,2021-10-18,B,1524,10.55,2.52,39.36,61.33,46-55,1,2025Q4,12,0.33,0.357
L000118,2025-08-24,成都,懂车帝,35,男,28,0,0,28,2025-08,3,22.0,34.3,5.9,2025-08-31,2025-09-22,电话,0.477,0.458,0.065,S010,3,7,22,0.13,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S010,成都,初级,2024-03-20,C,522,11.31,3.19,9.97,42.44,26-35,1,2025Q3,11,0.34,0.223
L000119,2025-11-10,成都,朋友推荐,42,男,18,1,0,18,2025-11,5,7.2,21.6,2.1,2025-11-10,2025-11-29,微信,0.471,0.494,0.035,S005,3,0,19,0.25,O000118,2025-12-03,G9,650 Max,星云白,146.0,0.0,3.3,23.0,1,充电体验,1,16.4,24.4,3.5,2.9,1,S005,成都,高级,2021-08-30,A,1533,23.33,2.59,41.64,45.25,36-45,0,2025Q4,20,0.33,0.393
L000120,2025-10-27,西安,朋友推荐,40,男,21,0,0,21,2025-10,3,19.3,29.9,5.6,2025-11-01,2025-11-08,电话,0.371,0.289,0.339,S025,2,5,7,0.375,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,西安,初级,2021-07-22,B,1558,10.18,5.85,35.74,35.64,36-45,0,2025Q4,19,0.33,0.338
L000121,2025-08-16,西安,小红书,48,女,37,0,0,37,2025-08,2,17.1,23.8,6.4,2025-08-16,2025-08-18,面谈,0.218,0.317,0.465,S013,2,0,2,0.667,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S013,西安,高级,2021-08-17,C,1460,23.84,5.95,31.36,66.45,46-55,1,2025Q3,18,0.29,0.292
L000122,2025-12-14,成都,抖音,35,男,27,0,0,27,2025-12,2,19.1,37.5,7.6,2025-12-21,2026-01-11,微信,0.236,0.718,0.046,S022,2,7,21,0.091,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S022,成都,中级,2023-12-14,C,731,15.35,4.31,12.05,72.0,26-35,1,2025Q4,14,0.27,0.294
L000123,2025-09-20,西安,懂车帝,58,男,9,0,0,9,2025-09,2,28.0,38.9,3.9,2025-09-27,2025-09-30,电话,0.65,0.309,0.04,S025,3,7,3,0.5,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,西安,中级,2022-02-13,B,1315,30.78,2.69,12.22,58.05,56+,1,2025Q3,13,0.34,0.223
L000124,2025-07-02,南京,懂车帝,40,女,30,0,0,30,2025-07,1,13.7,27.2,0.0,2025-07-08,2025-07-25,微信,0.436,0.526,0.038,S001,1,6,17,0.056,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S001,南京,初级,2022-10-16,A,990,24.16,3.17,33.24,66.26,36-45,0,2025Q3,13,0.34,0.387
L000125,2025-12-28,西安,懂车帝,59,女,29,0,0,29,2025-12,3,11.6,15.2,8.3,2026-01-01,2026-01-07,面谈,0.266,0.069,0.665,S031,1,4,6,0.429,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S031,西安,高级,2022-03-28,A,1371,16.43,2.52,10.23,29.99,56+,1,2025Q4,12,0.34,0.398
L000126,2025-09-02,成都,门店,50,女,41,0,0,41,2025-09,7,35.0,43.3,4.2,2025-09-06,2025-09-26,微信,0.373,0.375,0.252,S032,1,4,20,0.333,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S032,成都,中级,2021-10-31,B,1402,22.36,3.45,26.42,70.12,46-55,0,2025Q3,18,0.31,0.228
L000127,2025-10-24,成都,抖音,32,男,53,1,0,53,2025-10,3,24.7,35.6,6.9,2025-10-24,2025-10-25,面谈,0.319,0.161,0.521,S040,2,0,1,1.5,O000126,2025-11-28,G9,570 Plus,星云白,220.0,0.0,3.2,35.0,0,无,0,0.0,0.0,0.0,0.0,0,S040,成都,中级,2023-08-05,B,811,10.7,3.98,35.95,62.93,26-35,0,2025Q4,15,0.27,0.357
L000128,2025-08-04,武汉,抖音,43,女,5,0,0,5,2025-08,3,15.9,29.7,7.9,2025-08-04,2025-08-14,电话,0.478,0.403,0.119,S025,2,0,10,0.273,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,武汉,中级,2024-04-19,B,472,10.22,3.01,15.83,57.97,36-45,0,2025Q3,12,0.27,0.39
L000129,2025-11-14,深圳,朋友推荐,46,女,33,0,0,33,2025-11,0,0.0,0.0,0.0,2025-11-14,2025-11-14,面谈,0.309,0.21,0.481,S010,0,0,0,0.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S010,深圳,中级,2021-07-11,B,1587,27.74,4.7,18.89,39.31,46-55,0,2025Q4,17,0.33,0.264
L000130,2025-08-11,北京,抖音,26,男,52,1,0,52,2025-08,6,13.5,23.7,2.5,2025-08-11,2025-08-17,面谈,0.279,0.166,0.555,S023,1,0,6,0.857,O000129,2025-09-12,G9,702 Pro,月光银,156.0,1.0,3.9,32.0,3,软件体验,3,10.6,12.9,3.6,3.1,1,S023,北京,资深,2022-04-26,B,1203,26.02,5.31,15.71,52.35,26-35,0,2025Q3,15,0.27,0.289
L000131,2025-11-27,上海,门店,44,男,15,0,0,15,2025-11,4,32.0,50.8,3.1,2025-12-01,2025-12-22,电话,0.587,0.376,0.036,S001,3,4,21,0.182,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S001,上海,高级,2021-03-07,B,1726,11.71,5.99,18.01,42.69,36-45,0,2025Q4,7,0.31,0.251
L000132,2025-09-07,上海,小红书,42,男,16,0,0,16,2025-09,5,25.2,30.6,5.6,2025-09-14,2025-09-26,微信,0.334,0.472,0.194,S030,3,7,12,0.385,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S030,上海,资深,2023-02-05,A,945,13.96,3.7,11.47,51.01,36-45,1,2025Q3,16,0.29,0.243
L000133,2025-11-09,北京,懂车帝,46,女,27,0,0,27,2025-11,3,21.3,31.9,1.4,2025-11-16,2025-11-25,电话,0.548,0.408,0.044,S009,2,7,9,0.3,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S009,北京,中级,2023-02-03,B,1010,13.51,3.26,14.21,44.73,46-55,1,2025Q4,20,0.34,0.36
L000134,2025-10-29,重庆,车展,29,女,16,0,0,16,2025-10,2,30.4,34.4,8.0,2025-11-01,2025-11-15,面谈,0.407,0.145,0.449,S040,2,3,14,0.133,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S040,重庆,初级,2021-10-30,B,1460,23.16,6.03,39.38,30.35,26-35,0,2025Q4,23,0.25,0.268
L000135,2025-11-12,深圳,门店,41,男,43,1,0,43,2025-11,5,30.7,36.6,4.2,2025-11-14,2025-12-01,电话,0.559,0.394,0.047,S029,2,2,17,0.278,O000134,2026-01-13,G9,702 Pro,星云白,61.0,0.0,3.4,62.0,0,无,0,0.0,0.0,0.0,0.0,0,S029,深圳,中级,2022-08-15,A,1185,30.18,3.14,41.66,46.15,36-45,0,2025Q4,17,0.31,0.301
L000136,2025-07-20,西安,小红书,54,女,15,0,0,15,2025-07,2,21.1,27.5,3.0,2025-07-23,2025-08-09,微信,0.355,0.383,0.261,S001,3,3,17,0.111,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S001,西安,初级,2021-01-14,B,1648,19.46,6.09,40.0,60.13,46-55,1,2025Q3,24,0.29,0.24
L000137,2025-07-29,武汉,门店,24,男,33,0,0,33,2025-07,2,27.4,43.9,5.8,2025-08-01,2025-08-10,微信,0.279,0.516,0.205,S025,1,3,9,0.2,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,武汉,中级,2023-10-01,A,667,10.18,4.21,22.97,70.97,18-25,0,2025Q3,14,0.31,0.267
